	Hero_ID	Last Played	Games	Win	With Games	With win	Against Games	Against Win	Player ID
371	4	1505452455	20	11	55	29	95	46	121348167
372	41	1541012545	19	8	79	35	116	62	121348167
373	22	1541190671	19	7	108	61	122	43	121348167
374	30	1523505213	18	9	59	33	68	31	121348167
375	59	1542565900	18	11	33	12	39	14	121348167
376	63	1541618205	18	8	65	31	63	27	121348167
377	19	1541958924	18	8	61	29	62	31	121348167
378	51	1521583365	16	9	69	30	71	34	121348167
379	70	1541488107	16	9	44	24	61	30	121348167
380	25	1541962921	16	5	78	30	95	41	121348167
381	104	1542850115	16	9	73	30	108	61	121348167
382	20	1537996328	16	6	62	25	83	40	121348167
383	68	1538341053	15	10	40	22	69	27	121348167
384	73	1541898072	15	10	62	31	88	33	121348167
385	27	1541007944	15	9	69	26	79	44	121348167
386	2	1543516657	15	5	114	51	119	60	121348167
387	71	1542860417	15	4	81	39	96	44	121348167
388	67	1539631898	15	6	88	49	115	45	121348167
389	47	1525709691	14	8	53	21	67	34	121348167
390	6	1537738329	14	4	65	27	93	48	121348167
391	84	1542906939	14	5	71	33	106	52	121348167
392	96	1525921151	13	6	46	27	61	18	121348167
393	64	1525713632	13	8	54	31	58	26	121348167
394	21	1466426383	13	4	141	60	188	89	121348167
395	112	1521218847	13	7	38	20	28	17	121348167
396	85	1541538087	13	9	32	19	44	18	121348167
397	97	1540880224	12	6	67	27	74	35	121348167
398	90	1525137571	12	4	41	15	55	30	121348167
399	29	1457084575	12	6	47	26	69	36	121348167
400	95	1428981412	12	8	31	13	55	19	121348167
401	60	1523403334	12	9	29	15	32	12	121348167
402	5	1540423172	12	4	85	49	120	64	121348167
403	106	1535670468	11	3	54	23	52	29	121348167
404	99	1525723311	11	3	45	19	95	41	121348167
405	61	1541650559	10	3	10	4	23	13	121348167
406	28	1456726441	10	5	47	26	81	39	121348167
407	44	1539964140	10	3	110	53	138	76	121348167
408	33	1540839479	9	1	31	11	39	19	121348167
409	62	1542839972	9	4	67	36	102	51	121348167
410	32	1526060942	8	2	78	40	55	27	121348167
411	72	1538515511	8	5	49	27	64	37	121348167
412	12	1538254257	8	6	54	29	79	36	121348167
413	23	1540866181	8	4	59	30	80	42	121348167
414	76	1540967470	8	7	50	27	49	27	121348167
415	93	1542678966	7	2	84	38	137	49	121348167
416	105	1542559682	7	2	21	12	31	11	121348167
417	42	1505500595	7	4	53	25	82	39	121348167
418	69	1521573166	6	2	47	19	57	33	121348167
419	65	1426507565	6	1	42	17	31	11	121348167
420	66	1505929279	6	3	8	5	21	7	121348167
421	45	1537624976	6	3	35	22	36	14	121348167
422	57	1522699107	6	2	53	32	68	26	121348167
423	81	1505876415	5	1	26	16	49	22	121348167
424	43	1452944514	5	4	36	18	35	12	121348167
425	98	1541813853	5	1	29	15	57	28	121348167
426	78	1542991310	5	0	12	7	27	13	121348167
427	56	1537195120	5	2	40	22	33	17	121348167
428	10	1540933648	4	3	53	18	62	31	121348167
429	79	1539623667	4	2	19	8	27	14	121348167
430	91	1420889571	4	2	19	10	28	15	121348167
431	114	1542518594	4	0	23	9	29	14	121348167
432	110	1458323311	4	0	32	15	33	15	121348167
433	94	1522645381	4	2	41	21	33	13	121348167
434	58	1535324774	4	2	17	7	26	21	121348167
435	18	1505079672	4	1	68	30	73	42	121348167
436	16	1452767853	4	2	78	35	79	34	121348167
437	37	1505533569	4	2	36	22	51	22	121348167
438	89	1521391406	3	1	23	9	21	10	121348167
439	40	1461825280	3	0	32	14	44	24	121348167
440	31	1450689983	3	0	63	27	35	15	121348167
441	102	1522963754	3	2	31	17	40	13	121348167
442	119	1539377026	3	1	17	6	21	8	121348167
443	52	1525491743	3	1	25	10	16	12	121348167
444	55	1521601582	3	1	27	12	36	16	121348167
445	109	1505331657	3	1	24	14	17	11	121348167
446	15	1466021656	2	0	22	11	34	16	121348167
447	121	1541278535	2	1	20	10	19	9	121348167
448	77	1371396487	2	1	24	11	23	10	121348167
449	103	1522956090	2	1	14	8	22	8	121348167
450	88	1505776873	2	0	80	40	81	41	121348167
451	82	1421663514	2	0	15	5	41	21	121348167
452	83	1525726706	2	1	31	19	39	20	121348167
453	3	1457353001	2	0	31	14	44	18	121348167
454	111	1457086757	2	0	15	8	9	3	121348167
455	38	1405219168	2	1	15	7	23	11	121348167
456	49	1387476724	2	1	30	16	55	28	121348167
457	87	1452329286	2	0	40	20	63	31	121348167
458	107	1454318817	1	0	31	13	15	7	121348167
459	92	1375123461	1	1	20	11	15	9	121348167
460	120	1522295230	1	0	45	24	7	3	121348167
461	108	0	0	0	10	6	14	4	121348167
462	113	0	0	0	9	2	10	6	121348167
463	80	0	0	0	16	11	28	11	121348167
464	74	1543340362	333	167	252	146	508	283	205562158
465	41	1533034838	178	104	164	90	253	139	205562158
466	17	1543169048	166	96	121	61	206	101	205562158
467	1	1542218588	139	79	175	98	316	183	205562158
468	8	1528473428	137	85	411	221	464	230	205562158
469	93	1532642966	123	72	199	101	274	159	205562158
470	34	1543398941	113	62	153	69	245	136	205562158
471	25	1528749081	103	52	151	79	189	109	205562158
472	10	1541875667	102	58	53	28	107	56	205562158
473	11	1526376938	102	58	206	103	378	194	205562158
474	14	1531922626	97	53	525	313	700	388	205562158
475	106	1542308856	94	52	55	26	113	55	205562158
476	21	1532636582	90	55	175	95	241	137	205562158
477	46	1523883203	79	40	66	33	113	63	205562158
478	39	1528722149	74	38	136	55	185	116	205562158
479	44	1528885429	73	32	309	178	525	287	205562158
480	15	1527678797	71	37	58	27	92	47	205562158
481	94	1528381749	70	41	94	47	132	76	205562158
482	2	1543140246	69	39	432	238	332	174	205562158
483	12	1542303037	53	25	106	51	156	88	205562158
484	9	1543146110	53	29	200	125	392	220	205562158
485	7	1542306524	50	26	327	186	376	171	205562158
486	19	1542048776	49	24	99	50	138	82	205562158
487	28	1532997242	47	24	222	129	276	150	205562158
488	36	1520880507	45	29	240	141	248	116	205562158
489	114	1542225479	44	15	118	64	156	93	205562158
490	4	1528361177	42	26	253	134	263	144	205562158
491	13	1543165426	40	19	47	24	115	64	205562158
492	109	1526546494	40	23	73	36	108	60	205562158
493	18	1528478255	38	21	143	86	252	125	205562158
494	86	1542912241	36	19	247	104	256	157	205562158
495	16	1543401725	34	18	268	141	191	115	205562158
496	98	1543144129	32	14	97	51	130	70	205562158
497	77	1526140278	32	18	48	27	66	28	205562158
498	35	1531930574	30	18	366	192	559	319	205562158
499	51	1519162958	30	14	100	53	104	53	205562158
500	67	1528055454	30	21	147	88	185	94	205562158
501	95	1528047762	29	12	135	81	188	93	205562158
502	120	1528652297	26	18	80	40	48	22	205562158
503	75	1518610989	25	18	142	75	172	93	205562158
504	88	1524660087	25	15	202	92	127	70	205562158
505	63	1520710435	23	11	137	81	161	86	205562158
506	54	1528888868	23	8	158	88	164	91	205562158
507	26	1529475477	22	11	381	200	337	187	205562158
508	70	1532109471	22	13	117	72	193	96	205562158
509	6	1502169280	21	10	210	107	298	145	205562158
510	27	1525979336	21	10	248	138	198	88	205562158
511	89	1521651737	21	11	42	19	59	39	205562158
512	104	1523717888	21	10	236	134	264	158	205562158
513	81	1526557461	21	13	64	43	146	74	205562158
514	107	1542969959	20	5	55	22	81	51	205562158
515	43	1528459774	20	9	63	35	88	48	205562158
516	49	1532171221	20	8	78	35	150	84	205562158
517	100	1532946729	20	12	126	64	134	89	205562158
518	76	1522771022	20	8	76	35	157	83	205562158
519	52	1526399883	19	7	42	25	51	27	205562158
520	23	1528542554	18	10	273	149	204	109	205562158
521	20	1524874899	18	9	174	117	196	116	205562158
522	48	1525969580	18	14	137	69	216	110	205562158
523	53	1524563513	18	5	77	35	111	77	205562158
524	72	1526488818	18	10	88	45	108	57	205562158
525	97	1528878814	18	10	131	61	190	105	205562158
526	110	1541873079	16	7	73	30	79	41	205562158
527	65	1528021299	16	5	38	13	53	34	205562158
528	78	1521534862	16	6	36	21	46	17	205562158
529	32	1533910263	16	10	275	164	297	147	205562158
530	60	1528179447	16	10	121	60	94	47	205562158
531	62	1527946978	16	7	203	108	194	107	205562158
532	101	1543482805	16	7	89	44	113	61	205562158
533	22	1528209834	15	10	280	175	242	107	205562158
534	83	1528632126	15	11	64	38	65	43	205562158
535	71	1532176821	14	7	287	161	271	144	205562158
536	31	1521658481	12	11	97	53	104	54	205562158
537	47	1528102298	12	6	267	140	175	89	205562158
538	38	1519154923	11	4	41	14	41	26	205562158
539	96	1542131750	11	8	116	67	129	67	205562158
540	59	1543343552	11	4	170	88	167	91	205562158
541	87	1524769057	11	6	186	98	138	62	205562158
542	119	1528033326	11	9	30	11	71	33	205562158
543	57	1532264912	10	5	139	79	156	80	205562158
544	56	1532763918	10	4	76	36	112	63	205562158
545	42	1521407248	9	4	106	62	201	102	205562158
546	3	1529484093	9	4	52	20	68	42	205562158
547	45	1543148024	8	1	63	28	85	46	205562158
548	68	1513643492	8	6	93	49	91	42	205562158
549	55	1515458102	8	3	52	32	68	37	205562158
550	5	1542215965	8	5	174	99	298	155	205562158
551	73	1532166055	8	7	63	32	106	63	205562158
